OF_id,fornecedor,data_emissao,prazo_entrega,data_entrega_real,valor,categoria,dias_prazo,dias_para_vencer,dias_entrega_real,valor_log,atraso,taxa_atraso_fornecedor,total_of_fornecedor,valor_medio_fornecedor,risk_score,prioridade
895,Fornecedor_1,2023-04-02,2023-04-14,2023-04-14,32775.21,Tecnologia,12,-1142,12,10.397458226333347,0,0.39215686274509803,51,26938.735098039215,0.48683539286471406,Média
896,Fornecedor_8,2023-09-19,2023-10-03,2023-10-01,4778.05,Insumos,14,-970,12,8.471997060963268,0,0.3269230769230769,52,28221.404230769233,0.1917430470146876,Baixa
897,Fornecedor_14,2023-01-27,2023-02-03,2023-02-05,15785.13,Medicamentos,7,-1212,9,9.666886985379504,1,0.3404255319148936,47,27536.185319148935,0.4238624707155764,Média
898,Fornecedor_14,2023-02-01,2023-02-08,2023-02-11,31724.44,Medicamentos,7,-1207,10,10.364874161674749,1,0.3404255319148936,47,27536.185319148935,0.5914965948424642,Média
899,Fornecedor_16,2023-01-12,2023-01-21,2023-01-26,39832.47,Medicamentos,9,-1225,14,10.592462792642051,1,0.2545454545454545,55,23819.375818181816,0.8148752982456543,Alta
900,Fornecedor_10,2023-07-02,2023-07-20,2023-07-24,26414.61,Equipamentos,18,-1045,22,10.181710402271396,1,0.34545454545454546,55,25275.839636363635,0.7605982519201587,Alta
901,Fornecedor_15,2023-05-10,2023-05-17,2023-05-16,32228.77,Equipamentos,7,-1109,6,10.38064583857552,0,0.34615384615384615,52,27936.5375,0.28176831780529293,Baixa
902,Fornecedor_17,2023-01-14,2023-01-22,2023-01-22,26127.81,Equipamentos,8,-1224,8,10.170793815954458,0,0.37037037037037035,54,25592.20962962963,0.246495642194379,Baixa
903,Fornecedor_11,2023-03-01,2023-03-06,2023-03-07,36349.57,Insumos,5,-1181,6,10.500965163719052,1,0.125,48,25942.747083333335,0.4450062717416308,Média
904,Fornecedor_10,2023-07-29,2023-08-05,2023-08-10,34950.15,Insumos,7,-1029,12,10.461706651269411,1,0.34545454545454546,55,25275.839636363635,0.7025251054512673,Alta
905,Fornecedor_2,2023-05-17,2023-05-28,2023-05-26,9314.96,Equipamentos,11,-1098,9,9.139484337306735,0,0.23255813953488372,43,24466.852790697674,0.17021426119445524,Baixa
906,Fornecedor_9,2023-02-08,2023-03-01,2023-03-04,19912.05,Equipamentos,21,-1186,24,9.899130574678036,1,0.22727272727272727,44,26572.065454545453,0.21335318629357683,Baixa
907,Fornecedor_20,2023-11-23,2023-12-03,2023-12-02,47372.32,Medicamentos,10,-909,9,10.76581448001452,0,0.3220338983050847,59,21740.94559322034,0.14834177102468366,Baixa
908,Fornecedor_17,2023-11-29,2023-12-21,2023-12-21,30399.79,Insumos,22,-891,22,10.322223873898766,0,0.37037037037037035,54,25592.20962962963,0.45761214845192283,Média
909,Fornecedor_12,2023-11-26,2023-12-07,2023-12-05,27862.59,Equipamentos,11,-905,9,10.23507609761085,0,0.20512820512820512,39,27436.36,0.2899910949467983,Baixa
910,Fornecedor_13,2023-01-06,2023-01-29,2023-02-03,34760.89,Insumos,23,-1217,28,10.456276950743526,1,0.2786885245901639,61,27560.733770491803,0.6144108842951654,Média
911,Fornecedor_1,2023-03-26,2023-04-14,2023-04-14,44892.6,Insumos,19,-1142,19,10.712050524595199,0,0.39215686274509803,51,26938.735098039215,0.3273623073039577,Baixa
912,Fornecedor_19,2023-07-07,2023-07-17,2023-07-22,34886.4,Tecnologia,10,-1048,15,10.459881011484326,1,0.3793103448275862,58,30085.888275862068,0.7442932797672939,Alta
913,Fornecedor_5,2023-02-01,2023-02-06,2023-02-05,27018.35,Equipamentos,5,-1209,4,10.204308554970208,0,0.41304347826086957,46,26724.331521739132,0.6176985907936353,Média
914,Fornecedor_14,2023-01-08,2023-01-22,2023-01-22,31296.62,Insumos,14,-1224,14,10.351297335298526,0,0.3404255319148936,47,27536.185319148935,0.15006872820224376,Baixa
915,Fornecedor_16,2023-08-24,2023-08-30,2023-08-29,19314.38,Medicamentos,6,-1004,5,9.868656948735484,0,0.2545454545454545,55,23819.375818181816,0.17167739823208428,Baixa
916,Fornecedor_17,2023-11-19,2023-12-11,2023-12-17,5052.73,Tecnologia,22,-901,28,8.527881863489815,1,0.37037037037037035,54,25592.20962962963,0.4634026790351728,Média
917,Fornecedor_2,2023-06-10,2023-06-28,2023-06-27,39325.31,Tecnologia,18,-1067,17,10.579649039514045,0,0.23255813953488372,43,24466.852790697674,0.26550238036364626,Baixa
918,Fornecedor_1,2023-12-05,2023-12-13,2023-12-12,3868.07,Insumos,8,-899,7,8.260769447067215,0,0.39215686274509803,51,26938.735098039215,0.2256735597219289,Baixa
919,Fornecedor_6,2023-10-28,2023-11-11,2023-11-11,13801.93,Tecnologia,14,-931,14,9.53263616744942,0,0.28888888888888886,45,26625.86022222222,0.2163498711521868,Baixa
920,Fornecedor_20,2023-11-17,2023-12-04,2023-12-04,25998.84,Insumos,17,-908,17,10.16584566313853,0,0.3220338983050847,59,21740.94559322034,0.2915523966909043,Baixa
921,Fornecedor_11,2023-02-07,2023-02-24,2023-02-23,5956.44,Insumos,17,-1191,16,8.692396137583533,0,0.125,48,25942.747083333335,0.2522042312381601,Baixa
922,Fornecedor_19,2023-06-25,2023-07-13,2023-07-17,8269.04,Tecnologia,18,-1052,22,9.02039462476541,1,0.3793103448275862,58,30085.888275862068,0.6707118410865918,Média
923,Fornecedor_12,2023-12-07,2023-12-21,2023-12-26,31314.02,Equipamentos,14,-891,19,10.351853133630872,1,0.20512820512820512,39,27436.36,0.6552517421055186,Média
924,Fornecedor_4,2023-09-29,2023-10-10,2023-10-16,24310.52,Equipamentos,11,-963,17,10.098705591065103,1,0.32,50,24059.582799999996,0.6534071821691247,Média
925,Fornecedor_1,2023-02-22,2023-03-12,2023-03-18,12893.78,Equipamentos,18,-1175,24,9.464577857293598,1,0.39215686274509803,51,26938.735098039215,0.5346249576939196,Média
926,Fornecedor_12,2023-07-17,2023-08-05,2023-08-11,7344.2,Medicamentos,19,-1029,25,8.901802317645025,1,0.20512820512820512,39,27436.36,0.49322497004797855,Média
927,Fornecedor_10,2023-12-12,2023-12-24,2023-12-24,25697.62,Tecnologia,12,-888,12,10.154192572943549,0,0.34545454545454546,55,25275.839636363635,0.5622773445301059,Média
928,Fornecedor_11,2023-01-29,2023-02-10,2023-02-10,13883.02,Tecnologia,12,-1205,12,9.538493817487698,0,0.125,48,25942.747083333335,0.10160292557286968,Baixa
929,Fornecedor_18,2023-10-03,2023-10-10,2023-10-11,12456.38,Equipamentos,7,-963,8,9.43006849735781,1,0.3409090909090909,44,23445.405000000002,0.5451817717450916,Média
930,Fornecedor_1,2023-10-01,2023-10-06,2023-10-05,33632.32,Equipamentos,5,-967,4,10.423272521241401,0,0.39215686274509803,51,26938.735098039215,0.46592135981889804,Média
931,Fornecedor_12,2023-09-19,2023-10-03,2023-10-09,14048.33,Equipamentos,14,-970,20,9.550329986792098,1,0.20512820512820512,39,27436.36,0.24713750414767324,Baixa
932,Fornecedor_5,2023-08-26,2023-09-14,2023-09-14,36838.9,Equipamentos,19,-989,19,10.514336775924734,0,0.41304347826086957,46,26724.331521739132,0.2588548172856855,Baixa
933,Fornecedor_18,2023-07-27,2023-08-14,2023-08-17,21441.41,Equipamentos,18,-1020,21,9.973126015583995,1,0.3409090909090909,44,23445.405000000002,0.6671944224668285,Média
934,Fornecedor_2,2023-09-12,2023-10-04,2023-10-02,13257.7,Insumos,22,-969,20,9.49240921971801,0,0.23255813953488372,43,24466.852790697674,0.113499550558488,Baixa
935,Fornecedor_18,2023-05-26,2023-06-09,2023-06-07,35039.69,Medicamentos,14,-1086,12,10.464265236637269,0,0.3409090909090909,44,23445.405000000002,0.26596763099547344,Baixa
936,Fornecedor_10,2023-07-29,2023-08-13,2023-08-12,32828.02,Insumos,15,-1021,14,10.399068159303827,0,0.34545454545454546,55,25275.839636363635,0.5930567017122729,Média
937,Fornecedor_3,2023-01-08,2023-01-19,2023-01-18,30006.2,Tecnologia,11,-1227,10,10.3091926318489,0,0.24444444444444444,45,23814.126444444442,0.5219033123602853,Média
938,Fornecedor_18,2023-01-18,2023-01-25,2023-01-24,4725.2,Medicamentos,7,-1221,6,8.460876775937333,0,0.3409090909090909,44,23445.405000000002,0.21692171784174752,Baixa
939,Fornecedor_11,2023-08-31,2023-09-18,2023-09-17,7598.84,Insumos,18,-985,17,8.935882473421234,0,0.125,48,25942.747083333335,0.140386027712374,Baixa
940,Fornecedor_11,2023-03-28,2023-04-16,2023-04-16,35072.69,Insumos,19,-1140,19,10.465206555734342,0,0.125,48,25942.747083333335,0.15086128929122036,Baixa
941,Fornecedor_15,2023-11-14,2023-11-19,2023-11-23,34417.18,Insumos,5,-923,9,10.446340192132785,1,0.34615384615384615,52,27936.5375,0.6552709360963332,Média
942,Fornecedor_12,2023-11-17,2023-12-02,2023-12-01,26045.56,Tecnologia,15,-910,14,10.167640984718847,0,0.20512820512820512,39,27436.36,0.31497024660020106,Baixa
943,Fornecedor_10,2023-01-08,2023-01-31,2023-02-04,17939.11,Tecnologia,23,-1215,27,9.7947942671436,1,0.34545454545454546,55,25275.839636363635,0.3959818743809275,Média
944,Fornecedor_15,2023-10-13,2023-11-06,2023-11-05,7395.21,Medicamentos,24,-936,23,8.90872298583026,0,0.34615384615384615,52,27936.5375,0.31073727741866547,Baixa
945,Fornecedor_11,2023-07-03,2023-07-18,2023-07-17,22133.47,Equipamentos,15,-1047,14,10.004891400899458,0,0.125,48,25942.747083333335,0.0717576393252647,Baixa
946,Fornecedor_4,2023-10-12,2023-10-21,2023-10-26,35266.17,Medicamentos,9,-952,14,10.4707077818481,1,0.32,50,24059.582799999996,0.5859872605787242,Média
947,Fornecedor_20,2023-02-13,2023-03-01,2023-02-27,14088.94,Insumos,16,-1186,14,9.553216346544412,0,0.3220338983050847,59,21740.94559322034,0.3090781120109662,Baixa
948,Fornecedor_1,2023-02-25,2023-03-20,2023-03-23,48668.69,Tecnologia,23,-1167,26,10.792811733380464,1,0.39215686274509803,51,26938.735098039215,0.7055617989217099,Alta
949,Fornecedor_13,2023-08-21,2023-09-01,2023-08-31,18727.44,Equipamentos,11,-1002,10,9.837798503127996,0,0.2786885245901639,61,27560.733770491803,0.3061028182724522,Baixa
950,Fornecedor_11,2023-09-19,2023-09-28,2023-09-28,38624.08,Medicamentos,9,-975,9,10.561657085395312,0,0.125,48,25942.747083333335,0.02786658069821817,Baixa
951,Fornecedor_7,2023-11-03,2023-11-23,2023-11-23,15289.74,Insumos,20,-919,20,9.6350026953975,0,0.3269230769230769,52,26954.52903846154,0.19904015157622434,Baixa
952,Fornecedor_4,2023-12-15,2023-12-27,2023-12-26,13626.22,Equipamentos,12,-885,11,9.519824542038668,0,0.32,50,24059.582799999996,0.4595551280288453,Média
953,Fornecedor_3,2023-07-11,2023-08-01,2023-08-04,40236.22,Tecnologia,21,-1033,24,10.60254771690003,1,0.24444444444444444,45,23814.126444444442,0.7101718402863154,Alta
954,Fornecedor_19,2023-06-30,2023-07-19,2023-07-17,27701.95,Medicamentos,19,-1046,17,10.229294184699846,0,0.3793103448275862,58,30085.888275862068,0.16600716178919708,Baixa
955,Fornecedor_20,2023-04-16,2023-04-26,2023-04-26,32278.42,Insumos,10,-1130,10,10.382185154440554,0,0.3220338983050847,59,21740.94559322034,0.40207703593120653,Média
956,Fornecedor_4,2023-08-15,2023-08-23,2023-08-22,35145.52,Equipamentos,8,-1011,7,10.467280888070139,0,0.32,50,24059.582799999996,0.29100608819204193,Baixa
957,Fornecedor_1,2023-11-30,2023-12-13,2023-12-16,44716.17,Insumos,13,-899,16,10.708112823178965,1,0.39215686274509803,51,26938.735098039215,0.7135794463535656,Alta
958,Fornecedor_19,2023-06-15,2023-07-08,2023-07-09,16098.49,Equipamentos,23,-1057,24,9.686542873452193,1,0.3793103448275862,58,30085.888275862068,0.7134700983026955,Alta
959,Fornecedor_4,2023-09-18,2023-10-07,2023-10-05,14815.12,Equipamentos,19,-966,17,9.603471056205214,0,0.32,50,24059.582799999996,0.47884566038263654,Média
960,Fornecedor_9,2023-10-27,2023-11-17,2023-11-17,47882.3,Tecnologia,21,-925,21,10.77652207960264,0,0.22727272727272727,44,26572.065454545453,0.1607976924754135,Baixa
961,Fornecedor_14,2023-05-20,2023-06-06,2023-06-04,41344.21,Equipamentos,17,-1089,15,10.62971185335488,0,0.3404255319148936,47,27536.185319148935,0.1972608623809571,Baixa
962,Fornecedor_13,2023-01-30,2023-02-09,2023-02-08,49237.67,Medicamentos,10,-1206,9,10.804434569373079,0,0.2786885245901639,61,27560.733770491803,0.46881392980413616,Média
963,Fornecedor_1,2023-11-29,2023-12-23,2023-12-21,8762.37,Medicamentos,24,-889,22,9.078335813147483,0,0.39215686274509803,51,26938.735098039215,0.25165851032026,Baixa
964,Fornecedor_1,2023-06-28,2023-07-15,2023-07-15,19073.58,Equipamentos,17,-1050,17,9.856111837561627,0,0.39215686274509803,51,26938.735098039215,0.355012191328294,Baixa
965,Fornecedor_16,2023-08-21,2023-09-05,2023-09-05,23962.0,Equipamentos,15,-998,15,10.084266253072569,0,0.2545454545454545,55,23819.375818181816,0.1858687061780014,Baixa
966,Fornecedor_6,2023-06-29,2023-07-12,2023-07-10,5950.39,Equipamentos,13,-1053,11,8.691380084701683,0,0.28888888888888886,45,26625.86022222222,0.13711433327882114,Baixa
967,Fornecedor_3,2023-06-20,2023-07-06,2023-07-09,38027.64,Equipamentos,16,-1059,19,10.546094839041732,1,0.24444444444444444,45,23814.126444444442,0.7468355473127769,Alta
968,Fornecedor_18,2023-05-06,2023-05-19,2023-05-18,25718.11,Medicamentos,13,-1107,12,10.154989574331381,0,0.3409090909090909,44,23445.405000000002,0.2560992871591251,Baixa
969,Fornecedor_3,2023-03-31,2023-04-20,2023-04-20,38706.49,Insumos,20,-1136,20,10.563788400343093,0,0.24444444444444444,45,23814.126444444442,0.3846764036034487,Baixa
970,Fornecedor_3,2023-02-13,2023-02-23,2023-02-23,32966.75,Insumos,10,-1192,10,10.403285089879006,0,0.24444444444444444,45,23814.126444444442,0.18764508276227201,Baixa
971,Fornecedor_11,2023-09-12,2023-09-22,2023-09-22,48574.95,Medicamentos,10,-981,10,10.790883831439883,0,0.125,48,25942.747083333335,0.06794255406683707,Baixa
972,Fornecedor_12,2023-04-15,2023-05-06,2023-05-04,26683.97,Insumos,21,-1120,19,10.19185576454032,0,0.20512820512820512,39,27436.36,0.3046404597131244,Baixa
973,Fornecedor_5,2023-12-11,2024-01-02,2023-12-31,22641.01,Medicamentos,22,-879,20,10.027562309295055,0,0.41304347826086957,46,26724.331521739132,0.2535408209848258,Baixa
974,Fornecedor_14,2023-04-06,2023-04-15,2023-04-16,13283.88,Insumos,9,-1141,10,9.494381825409423,1,0.3404255319148936,47,27536.185319148935,0.27682005972911594,Baixa
975,Fornecedor_17,2023-10-12,2023-10-30,2023-11-03,40742.97,Tecnologia,18,-943,22,10.615063132259438,1,0.37037037037037035,54,25592.20962962963,0.6434183176331094,Média
976,Fornecedor_13,2023-03-06,2023-03-29,2023-03-27,35359.56,Equipamentos,23,-1158,21,10.473352353730247,0,0.2786885245901639,61,27560.733770491803,0.4053426601236078,Média
977,Fornecedor_9,2023-04-25,2023-05-18,2023-05-21,31498.92,Insumos,23,-1108,26,10.35774028512796,1,0.22727272727272727,44,26572.065454545453,0.6990208174196783,Alta
978,Fornecedor_10,2023-08-03,2023-08-15,2023-08-13,13492.02,Medicamentos,12,-1019,10,9.509927793679745,0,0.34545454545454546,55,25275.839636363635,0.37510415064335717,Baixa
979,Fornecedor_10,2023-09-12,2023-10-04,2023-10-03,16689.24,Tecnologia,22,-969,21,9.722579396420675,0,0.34545454545454546,55,25275.839636363635,0.2866863753558107,Baixa
980,Fornecedor_18,2023-11-11,2023-11-21,2023-11-27,34099.58,Equipamentos,10,-921,16,10.437069671924615,1,0.3409090909090909,44,23445.405000000002,0.6705684112588587,Média
981,Fornecedor_13,2023-12-11,2024-01-04,2024-01-04,34170.84,Medicamentos,24,-877,24,10.439157192064597,0,0.2786885245901639,61,27560.733770491803,0.19472134819257542,Baixa
982,Fornecedor_10,2023-05-08,2023-05-21,2023-05-25,19026.27,Equipamentos,13,-1105,17,9.853628492300784,1,0.34545454545454546,55,25275.839636363635,0.6860953861782542,Média
983,Fornecedor_8,2023-11-04,2023-11-24,2023-11-30,20336.99,Tecnologia,20,-918,26,9.92024584466053,1,0.3269230769230769,52,28221.404230769233,0.567028855278613,Média
984,Fornecedor_19,2023-01-11,2023-01-20,2023-01-25,37554.37,Insumos,9,-1226,14,10.533571656288329,1,0.3793103448275862,58,30085.888275862068,0.5884807876299267,Média
985,Fornecedor_4,2023-12-30,2024-01-20,2024-01-19,22754.29,Tecnologia,21,-861,20,10.032552924821301,0,0.32,50,24059.582799999996,0.23153795686496673,Baixa
986,Fornecedor_1,2023-02-01,2023-02-06,2023-02-05,9358.03,Medicamentos,5,-1209,4,9.144096931622789,0,0.39215686274509803,51,26938.735098039215,0.22595722168581583,Baixa
987,Fornecedor_9,2023-01-10,2023-01-25,2023-01-25,47280.86,Tecnologia,15,-1221,15,10.7638819914077,0,0.22727272727272727,44,26572.065454545453,0.18205443659105996,Baixa
988,Fornecedor_14,2023-04-14,2023-04-24,2023-04-24,6962.14,Equipamentos,10,-1132,10,8.848385801016448,0,0.3404255319148936,47,27536.185319148935,0.379125822145533,Baixa
989,Fornecedor_15,2023-05-15,2023-05-27,2023-05-26,31639.99,Equipamentos,12,-1099,11,10.362208710899036,0,0.34615384615384615,52,27936.5375,0.1690688319504613,Baixa
990,Fornecedor_15,2023-06-08,2023-06-27,2023-06-27,29883.33,Insumos,19,-1068,19,10.305089541733155,0,0.34615384615384615,52,27936.5375,0.21954961038240428,Baixa
991,Fornecedor_7,2023-11-20,2023-12-05,2023-12-05,43278.16,Medicamentos,15,-907,15,10.675426504829243,0,0.3269230769230769,52,26954.52903846154,0.24272164955494793,Baixa
992,Fornecedor_10,2023-05-27,2023-06-15,2023-06-14,4775.02,Tecnologia,19,-1080,18,8.471362842668361,0,0.34545454545454546,55,25275.839636363635,0.2998474445988214,Baixa
993,Fornecedor_1,2023-05-21,2023-05-31,2023-05-30,9969.86,Tecnologia,10,-1095,9,9.207422118012138,0,0.39215686274509803,51,26938.735098039215,0.5551544249323468,Média
994,Fornecedor_1,2023-11-26,2023-12-13,2023-12-11,19255.26,Medicamentos,17,-899,15,9.865591481656756,0,0.39215686274509803,51,26938.735098039215,0.18455617819729433,Baixa
995,Fornecedor_7,2023-03-16,2023-04-05,2023-04-03,34746.61,Medicamentos,20,-1151,18,10.455866071649275,0,0.3269230769230769,52,26954.52903846154,0.35731302955099037,Baixa
996,Fornecedor_20,2023-12-14,2023-12-24,2023-12-22,3272.83,Insumos,10,-888,8,8.09371583233129,0,0.3220338983050847,59,21740.94559322034,0.27502288409722964,Baixa
997,Fornecedor_4,2023-08-02,2023-08-19,2023-08-17,44541.23,Medicamentos,17,-1015,15,10.704193006913217,0,0.32,50,24059.582799999996,0.17939497760870374,Baixa
998,Fornecedor_5,2023-02-23,2023-03-15,2023-03-15,24742.7,Insumos,20,-1172,20,10.116326190140098,0,0.41304347826086957,46,26724.331521739132,0.22951899021708877,Baixa
999,Fornecedor_3,2023-06-20,2023-07-04,2023-07-05,45415.37,Equipamentos,14,-1061,15,10.723627891725954,1,0.24444444444444444,45,23814.126444444442,0.7875069835906947,Alta
1000,Fornecedor_10,2023-05-15,2023-05-27,2023-05-30,35808.03,Tecnologia,12,-1099,15,10.485955375219856,1,0.34545454545454546,55,25275.839636363635,0.4695106343771476,Média
